mode,trial,load_operations,load_bytes,load_time_seconds,reload_blocks_hot,reload_blocks_cooling,reload_blocks_cold,gpu_evicted_hot,gpu_evicted_cooling,gpu_evicted_cold,revisit_ttft_p95_ms,revisit_branch_turns_per_second
gpu_lru,1,7,546832384,0.014070112347602843,0,256,42,0,0,0,74.0867157903267,107.76218426973429
gpu_lru,2,7,546832384,0.013595903813838961,0,256,42,0,0,0,84.45045946573373,94.53789919691114
gpu_lru,3,7,546832384,0.013709535658359528,0,256,42,0,0,0,85.30119366187137,93.61940350750723
lifecycle_gpu_eviction,1,6,77070336,0.002138144016265869,0,0,42,0,0,1507,55.14351046294905,144.56180276226408
lifecycle_gpu_eviction,2,6,77070336,0.0021236159801483155,0,0,42,0,0,1507,53.545899971504696,148.28126360036336
lifecycle_gpu_eviction,3,6,77070336,0.00213673597574234,0,0,42,0,0,1507,53.988309600390494,146.62112722304016
