workload,input_tokens,output_tokens,concurrency,repeat,requests,errors,wall_seconds,tokens_per_second,client_mean_ms,client_p50_ms,client_p95_ms,ttft_seconds,tpot_seconds,queue_seconds,prefill_seconds,decode_seconds,gpu0_util_mean,gpu0_util_peak,gpu0_memory_util_mean,gpu0_memory_util_peak,gpu0_power_watts_mean,gpu0_power_watts_peak,gpu0_memory_used_mib_mean,gpu0_memory_used_mib_peak,gpu1_util_mean,gpu1_util_peak,gpu1_memory_util_mean,gpu1_memory_util_peak,gpu1_power_watts_mean,gpu1_power_watts_peak,gpu1_memory_used_mib_mean,gpu1_memory_used_mib_peak,pd_running_mean,pd_running_peak,pd_waiting_mean,pd_waiting_peak,pd_kv_cache_usage_mean,pd_kv_cache_usage_peak
prefill,4096,1,16,2,16,0,6.770356893,9679.844214380915,3791.8079224375,3815.040239,6753.3125,3.7680202275514603,0.0,2.2072584854322486,1.520526979409624,0.0,0.0,0.0,0.0,0.0,119.45032258064516,119.49,19176.0,19176.0,97.58064516129032,100.0,6.838709677419355,7.0,266.0458064516129,282.95,119558.0,119558.0,1.8064516129032258,2.0,5.741935483870968,13.0,0.003987614362977511,0.00441485875901082
prefill,4096,1,1,0,1,0,0.439711937,9315.189457774488,439.711937,439.711937,439.711937,0.42746472358703613,0.0,2.4416483938694e-05,0.42497340962290764,0.0,0.0,0.0,0.0,0.0,119.465,119.48,19176.0,19176.0,67.0,100.0,4.5,7.0,153.37,175.29,119558.0,119558.0,0.0,0.0,0.0,0.0,0.0,0.0
prefill,4096,1,1,1,1,0,0.439179912,9326.473930346796,439.179912,439.179912,439.179912,0.4271211624145508,0.0,1.898873597383499e-05,0.4249217426404357,0.0,0.0,0.0,0.0,0.0,119.39,119.39,19176.0,19176.0,62.0,100.0,4.333333333333333,7.0,159.88666666666668,178.8,119558.0,119558.0,0.0,0.0,0.0,0.0,0.0,0.0
prefill,4096,1,1,2,1,0,0.439032117,9329.613578133738,439.032117,439.032117,439.032117,0.42697811126708984,0.0,2.6780180633068085e-05,0.4248757101595402,0.0,0.0,0.0,0.0,0.0,119.36333333333333,119.37,19176.0,19176.0,100.0,100.0,7.0,7.0,165.46666666666667,179.39,119558.0,119558.0,0.0,0.0,0.0,0.0,0.0,0.0
prefill,4096,1,8,0,8,0,3.402162798,9631.520284468173,2082.997428375,2138.097688,3393.134315,2.0635845363140106,0.0,0.6655218944652006,1.360342733329162,0.0,0.0,0.0,0.0,0.0,118.96705882352941,119.02,19176.0,19176.0,93.29411764705883,100.0,6.529411764705882,7.0,253.46470588235294,280.3,119558.0,119558.0,1.6470588235294117,2.0,2.3529411764705883,5.0,0.0036357660368324337,0.00441485875901082
prefill,4096,1,8,1,8,0,3.401724371,9632.761630939323,2083.668038375,2134.563755,3394.319235,2.2971109662737166,0.0,0.7600651130612407,1.4936898377324854,0.0,0.0,0.0,0.0,0.0,119.4625925925926,119.54,19176.0,19176.0,100.0,100.0,7.0,7.0,272.31703703703704,280.25,119558.0,119558.0,1.7777777777777777,2.0,2.2222222222222223,5.0,0.003924318896898499,0.00441485875901082
prefill,4096,1,8,2,8,0,3.403424565,9627.94954734071,2136.1922885,1721.220677,3395.349177,2.1163106560707092,0.0,0.6155344790313393,1.4655465467367321,0.0,0.0,0.0,0.0,0.0,119.44264705882352,119.5,19176.0,19176.0,92.23529411764706,100.0,6.4411764705882355,7.0,254.7679411764706,279.25,119558.0,119558.0,1.4705882352941178,2.0,1.4705882352941178,4.0,0.0032462196757432503,0.00441485875901082
prefill,512,1,16,0,16,0,0.834983345,9810.974133861317,780.0537096875,826.164886,834.945279,0.7581561803817749,0.0,2.572807716205716e-05,0.7385885230614804,0.0,0.0,0.0,0.0,0.0,118.9075,118.93,19176.0,19176.0,78.75,100.0,5.625,7.0,192.68625,247.45,119558.0,119558.0,15.0,15.0,0.0,0.0,0.004138930086572623,0.004138930086572623
prefill,512,1,16,1,16,0,0.832597079,9839.09288973136,777.264244625,821.975064,832.49079,0.7575579732656479,0.0,5.233107367530465e-05,0.7228785129263997,0.0,0.0,0.0,0.0,0.0,119.525,119.55,19176.0,19176.0,76.5,100.0,5.75,8.0,193.11875,250.6,119558.0,119558.0,13.125,15.0,0.0,0.0,0.003621563825751045,0.004138930086572623
prefill,512,1,16,2,16,0,0.834844863,9812.601553972789,741.1257039375,823.861699,834.844863,0.7211633622646332,0.0,4.754040855914354e-05,0.6889908667653799,0.0,0.0,0.0,0.0,0.0,119.43125,119.45,19176.0,19176.0,78.0,100.0,6.25,8.0,185.68625,241.07,119558.0,119558.0,10.5,14.0,0.0,0.0,0.0028972510606008195,0.003863001414134426
