tokens,hidden_size,dtype,bytes,median_ms,min_ms
196,4096,bfloat16,1605632,0.06898492574691772,0.06152316927909851
1024,4096,bfloat16,8388608,0.22629275918006897,0.22335350513458252
4096,4096,bfloat16,33554432,0.8153840899467468,0.804554671049118
9216,4096,bfloat16,75497472,1.7993077635765076,1.7822757363319397
